Cycle=2_Fc=2-1_X	Cycle=2_Fc=2-1_Y	Cycle=3_Fc=2-1_X	Cycle=3_Fc=2-1_Y	Cycle=4_Fc=2-1_X	Cycle=4_Fc=2-1_Y	Cycle=5_Fc=2-1_X	Cycle=5_Fc=2-1_Y	Cycle=6_Fc=2-1_X	Cycle=6_Fc=2-1_Y	Cycle=7_Fc=2-1_X	Cycle=7_Fc=2-1_Y	Cycle=8_Fc=2-1_X	Cycle=8_Fc=2-1_Y	Cycle=9_Fc=2-1_X	Cycle=9_Fc=2-1_Y	Cycle=10_Fc=2-1_X	Cycle=10_Fc=2-1_Y	Cycle=11_Fc=2-1_X	Cycle=11_Fc=2-1_Y	Cycle=12_Fc=2-1_X	Cycle=12_Fc=2-1_Y	Cycle=13_Fc=2-1_X	Cycle=13_Fc=2-1_Y	Cycle=14_Fc=2-1_X	Cycle=14_Fc=2-1_Y
1372,6	-7,86719	1372,6	-10,2813	1372,6	-9,45197	1372,6	-8,91681	1372,6	-9,64063	1372,6	-12,6492	1372,6	-13,6641	1372,6	-15,5047	1372,6	-17,116	1372,6	-18,3027	1372,6	-19,9344	1372,6	-19,5723	1372,6	-19,4676
1372,7	-7,85547	1372,7	-10,2891	1372,7	-9,45038	1372,7	-8,91522	1372,7	-9,63281	1372,7	-12,6555	1372,7	-13,6621	1372,7	-15,4933	1372,7	-17,1183	1372,7	-18,2988	1372,7	-19,9367	1372,7	-19,582	1372,7	-19,4727
1372,8	-7,85742	1372,8	-10,2891	1372,8	-9,45001	1372,8	-8,92267	1372,8	-9,63947	1372,8	-12,6512	1372,8	-13,6727	1372,8	-15,493	1372,8	-17,1199	1372,8	-18,2832	1372,8	-19,9422	1372,8	-19,5731	1372,8	-19,4637
1372,9	-7,85742	1372,9	-10,2813	1372,9	-9,44257	1372,9	-8,91797	1372,9	-9,63007	1372,9	-12,6457	1372,9	-13,6633	1372,9	-15,4941	1372,9	-17,1094	1372,9	-18,2793	1372,9	-19,9336	1372,9	-19,5645	1372,9	-19,468
1373	-7,83319	1373	-10,2687	1373	-9,42969	1373	-8,91132	1373	-9,60938	1373	-12,6328	1373	-13,6523	1373	-15,4844	1373	-17,1016	1373	-18,2617	1373	-19,9238	1373	-19,5422	1373	-19,4473
1373,1	-7,82227	1373,1	-10,2617	1373,1	-9,42578	1373,1	-8,9129	1373,1	-9,60431	1373,1	-12,6317	1373,1	-13,6492	1373,1	-15,4844	1373,1	-17,0859	1373,1	-18,2441	1373,1	-19,916	1373,1	-19,5438	1373,1	-19,4402
1373,2	-7,8125	1373,2	-10,252	1373,2	-9,42188	1373,2	-8,91211	1373,2	-9,60468	1373,2	-12,627	1373,2	-13,6437	1373,2	-15,4746	1373,2	-17,0801	1373,2	-18,2344	1373,2	-19,8945	1373,2	-19,5449	1373,2	-19,4211
1373,3	-7,80273	1373,3	-10,2606	1373,3	-9,42072	1373,3	-8,9082	1373,3	-9,59845	1373,3	-12,6152	1373,3	-13,6375	1373,3	-15,4695	1373,3	-17,0809	1373,3	-18,2293	1373,3	-19,8926	1373,3	-19,5332	1373,3	-19,4129
1373,4	-7,7793	1373,4	-10,2492	1373,4	-9,39374	1373,4	-8,88477	1373,4	-9,5871	1373,4	-12,5977	1373,4	-13,6211	1373,4	-15,4465	1373,4	-17,0617	1373,4	-18,2023	1373,4	-19,8652	1373,4	-19,5059	1373,4	-19,3859
1373,5	-7,78046	1373,5	-10,2453	1373,5	-9,38477	1373,5	-8,87616	1373,5	-9,58203	1373,5	-12,5938	1373,5	-13,623	1373,5	-15,4336	1373,5	-17,0566	1373,5	-18,1816	1373,5	-19,8633	1373,5	-19,4961	1373,5	-19,375
1373,6	-7,78204	1373,6	-10,2371	1373,6	-9,40039	1373,6	-8,87775	1373,6	-9,58868	1373,6	-12,5918	1373,6	-13,623	1373,6	-15,4355	1373,6	-17,0672	1373,6	-18,1914	1373,6	-19,8738	1373,6	-19,5098	1373,6	-19,3875
1373,7	-7,78241	1373,7	-10,2141	1373,7	-9,40039	1373,7	-8,87225	1373,7	-9,58319	1373,7	-12,5859	1373,7	-13,623	1373,7	-15,4277	1373,7	-17,0598	1373,7	-18,1797	1373,7	-19,8644	1373,7	-19,498	1373,7	-19,3789
1373,8	-7,77618	1373,8	-10,1914	1373,8	-9,37695	1373,8	-8,85236	1373,8	-9,58282	1373,8	-12,575	1373,8	-13,6199	1373,8	-15,4188	1373,8	-17,0496	1373,8	-18,159	1373,8	-19,8484	1373,8	-19,4891	1373,8	-19,3633
1373,9	-7,79218	1373,9	-10,1914	1373,9	-9,38477	1373,9	-8,85272	1373,9	-9,59375	1373,9	-12,5949	1373,9	-13,6242	1373,9	-15,4141	1373,9	-17,0547	1373,9	-18,1574	1373,9	-19,8574	1373,9	-19,4844	1373,9	-19,373
1374	-7,7832	1374	-10,1867	1374	-9,37695	1374	-8,83203	1374	-9,58398	1374	-12,5684	1374	-13,6133	1374	-15,4016	1374	-17,0324	1374	-18,1621	1374	-19,841	1374	-19,4738	1374	-19,3633
1374,1	-7,78516	1374,1	-10,202	1374,1	-9,37891	1374,1	-8,84845	1374,1	-9,60156	1374,1	-12,577	1374,1	-13,625	1374,1	-15,4012	1374,1	-17,0418	1374,1	-18,1805	1374,1	-19,8504	1374,1	-19,4832	1374,1	-19,3836
1374,2	-7,75781	1374,2	-10,173	1374,2	-9,36133	1374,2	-8,81952	1374,2	-9,58008	1374,2	-12,5617	1374,2	-13,5977	1374,2	-15,3898	1374,2	-17,0254	1374,2	-18,1496	1374,2	-19,8379	1374,2	-19,459	1374,2	-19,3644
1374,3	-7,76172	1374,3	-10,1609	1374,3	-9,35156	1374,3	-8,8172	1374,3	-9,56445	1374,3	-12,5692	1374,3	-13,5887	1374,3	-15,3836	1374,3	-17,0254	1374,3	-18,1434	1374,3	-19,834	1374,3	-19,4551	1374,3	-19,3582
1374,4	-7,77734	1374,4	-10,1672	1374,4	-9,35938	1374,4	-8,82538	1374,4	-9,58203	1374,4	-12,5762	1374,4	-13,6035	1374,4	-15,3984	1374,4	-17,0332	1374,4	-18,1523	1374,4	-19,8379	1374,4	-19,4531	1374,4	-19,377
1374,5	-7,78516	1374,5	-10,1668	1374,5	-9,36523	1374,5	-8,83282	1374,5	-9,58282	1374,5	-12,5762	1374,5	-13,6035	1374,5	-15,4043	1374,5	-17,0262	1374,5	-18,1465	1374,5	-19,8289	1374,5	-19,4539	1374,5	-19,373
1374,6	-7,7793	1374,6	-10,1691	1374,6	-9,36133	1374,6	-8,81952	1374,6	-9,58124	1374,6	-12,5723	1374,6	-13,5996	1374,6	-15,4043	1374,6	-17,0266	1374,6	-18,1543	1374,6	-19,8273	1374,6	-19,4445	1374,6	-19,3633
1374,7	-7,77264	1374,7	-10,166	1374,7	-9,36523	1374,7	-8,81641	1374,7	-9,58789	1374,7	-12,5695	1374,7	-13,6035	1374,7	-15,4043	1374,7	-17,0293	1374,7	-18,1484	1374,7	-19,8125	1374,7	-19,4473	1374,7	-19,3574
1374,8	-7,76563	1374,8	-10,1563	1374,8	-9,36523	1374,8	-8,8172	1374,8	-9,58282	1374,8	-12,5672	1374,8	-13,6035	1374,8	-15,4031	1374,8	-17,0281	1374,8	-18,1473	1374,8	-19,8035	1374,8	-19,4344	1374,8	-19,3582
1374,9	-7,76758	1374,9	-10,1621	1374,9	-9,37109	1374,9	-8,82733	1374,9	-9,58514	1374,9	-12,5703	1374,9	-13,6035	1374,9	-15,4113	1374,9	-17,0371	1374,9	-18,1574	1374,9	-19,8078	1374,9	-19,4387	1374,9	-19,3547
1375	-7,78125	1375	-10,1855	1375	-9,38281	1375	-8,84259	1375	-9,59845	1375	-12,5867	1375	-13,6082	1375	-15,4051	1375	-17,0273	1375	-18,1727	1375	-19,825	1375	-19,4442	1375	-19,3543
1375,1	-7,77344	1375,1	-10,1953	1375,1	-9,37109	1375,1	-8,8371	1375,1	-9,60352	1375,1	-12,5949	1375,1	-13,6125	1375,1	-15,4035	1375,1	-17,0254	1375,1	-18,1738	1375,1	-19,8184	1375,1	-19,4473	1375,1	-19,3477
1375,2	-7,77148	1375,2	-10,2012	1375,2	-9,375	1375,2	-8,83673	1375,2	-9,60742	1375,2	-12,5984	1375,2	-13,6141	1375,2	-15,4031	1375,2	-17,0254	1375,2	-18,168	1375,2	-19,8281	1375,2	-19,4481	1375,2	-19,3574
1375,3	-7,77344	1375,3	-10,1953	1375,3	-9,375	1375,3	-8,8418	1375,3	-9,60547	1375,3	-12,5977	1375,3	-13,6133	1375,3	-15,3965	1375,3	-17,0098	1375,3	-18,1582	1375,3	-19,8184	1375,3	-19,4348	1375,3	-19,3574
1375,4	-7,75781	1375,4	-10,1973	1375,4	-9,37189	1375,4	-8,8457	1375,4	-9,59454	1375,4	-12,5898	1375,4	-13,6133	1375,4	-15,3945	1375,4	-17,0047	1375,4	-18,1531	1375,4	-19,8035	1375,4	-19,4285	1375,4	-19,3426
1375,5	-7,76367	1375,5	-10,1875	1375,5	-9,38007	1375,5	-8,84375	1375,5	-9,60468	1375,5	-12,5996	1375,5	-13,6133	1375,5	-15,3848	1375,5	-17,0012	1375,5	-18,1476	1375,5	-19,8039	1375,5	-19,425	1375,5	-19,3351
1375,6	-7,77655	1375,6	-10,2043	1375,6	-9,38867	1375,6	-8,85938	1375,6	-9,61133	1375,6	-12,6035	1375,6	-13,623	1375,6	-15,3926	1375,6	-17,0234	1375,6	-18,1563	1375,6	-19,8008	1375,6	-19,4219	1375,6	-19,3281
1375,7	-7,76172	1375,7	-10,2117	1375,7	-9,40039	1375,7	-8,85742	1375,7	-9,60547	1375,7	-12,6113	1375,7	-13,6133	1375,7	-15,3867	1375,7	-17,0106	1375,7	-18,1531	1375,7	-19,7859	1375,7	-19,4188	1375,7	-19,3231
1375,8	-7,77148	1375,8	-10,1965	1375,8	-9,38672	1375,8	-8,83984	1375,8	-9,58008	1375,8	-12,5918	1375,8	-13,6094	1375,8	-15,3613	1375,8	-17,0012	1375,8	-18,1535	1375,8	-19,7746	1375,8	-19,4141	1375,8	-19,3195
1375,9	-7,78906	1375,9	-10,2117	1375,9	-9,39728	1375,9	-8,84766	1375,9	-9,59064	1375,9	-12,5965	1375,9	-13,6238	1375,9	-15,3652	1375,9	-17,0086	1375,9	-18,1629	1375,9	-19,7742	1375,9	-19,4102	1375,9	-19,3172
1376	-7,77344	1376	-10,2199	1376	-9,40546	1376	-8,8418	1376	-9,5871	1376	-12,5949	1376	-13,6125	1376	-15,3633	1376	-17,0059	1376	-18,166	1376	-19,7734	1376	-19,3945	1376	-19,3164
1376,1	-7,78711	1376,1	-10,2371	1376,1	-9,42072	1376,1	-8,8457	1376,1	-9,60431	1376,1	-12,6082	1376,1	-13,6141	1376,1	-15,3738	1376,1	-17,0203	1376,1	-18,1746	1376,1	-19,7773	1376,1	-19,4129	1376,1	-19,3242
1376,2	-7,77069	1376,2	-10,2238	1376,2	-9,41913	1376,2	-8,84961	1376,2	-9,59296	1376,2	-12,6094	1376,2	-13,6074	1376,2	-15,3586	1376,2	-17,0187	1376,2	-18,1711	1376,2	-19,7656	1376,2	-19,4074	1376,2	-19,3164
1376,3	-7,78595	1376,3	-10,2285	1376,3	-9,42657	1376,3	-8,85822	1376,3	-9,59845	1376,3	-12,6113	1376,3	-13,6191	1376,3	-15,3602	1376,3	-17,0203	1376,3	-18,1824	1376,3	-19,7664	1376,3	-19,3992	1376,3	-19,3094
1376,4	-7,7785	1376,4	-10,2031	1376,4	-9,41211	1376,4	-8,85272	1376,4	-9,58984	1376,4	-12,6016	1376,4	-13,6094	1376,4	-15,3418	1376,4	-16,9973	1376,4	-18,1797	1376,4	-19,7512	1376,4	-19,3898	1376,4	-19,2902
1376,5	-7,78125	1376,5	-10,2062	1376,5	-9,42108	1376,5	-8,86523	1376,5	-9,59296	1376,5	-12,6035	1376,5	-13,6027	1376,5	-15,343	1376,5	-16,9941	1376,5	-18,1672	1376,5	-19,7422	1376,5	-19,3809	1376,5	-19,291
1376,6	-7,77734	1376,6	-10,1981	1376,6	-9,42657	1376,6	-8,87189	1376,6	-9,58478	1376,6	-12,6016	1376,6	-13,6082	1376,6	-15,3328	1376,6	-16,991	1376,6	-18,1629	1376,6	-19,7383	1376,6	-19,3738	1376,6	-19,2781
1376,7	-7,76367	1376,7	-10,1848	1376,7	-9,42108	1376,7	-8,87421	1376,7	-9,57031	1376,7	-12,5918	1376,7	-13,6035	1376,7	-15,332	1376,7	-16,9719	1376,7	-18,1602	1376,7	-19,7227	1376,7	-19,3711	1376,7	-19,2746
1376,8	-7,75781	1376,8	-10,1797	1376,8	-9,41095	1376,8	-8,86603	1376,8	-9,5625	1376,8	-12,5984	1376,8	-13,6016	1376,8	-15,3281	1376,8	-16,9598	1376,8	-18,1426	1376,8	-19,7234	1376,8	-19,3574	1376,8	-19,2586
1376,9	-7,75702	1376,9	-10,1895	1376,9	-9,42499	1376,9	-8,88086	1376,9	-9,56445	1376,9	-12,6105	1376,9	-13,6074	1376,9	-15,334	1376,9	-16,9609	1376,9	-18,1426	1376,9	-19,7141	1376,9	-19,3535	1376,9	-19,2578
1377	-7,76251	1377	-10,1875	1377	-9,43048	1377	-8,89844	1377	-9,56445	1377	-12,616	1377	-13,6141	1377	-15,3348	1377	-16,9668	1377	-18,1473	1377	-19,7039	1377	-19,3582	1377	-19,2539
1377,1	-7,77734	1377,1	-10,1875	1377,1	-9,42694	1377,1	-8,89844	1377,1	-9,56836	1377,1	-12,625	1377,1	-13,623	1377,1	-15,3332	1377,1	-16,9668	1377,1	-18,1496	1377,1	-19,7129	1377,1	-19,3586	1377,1	-19,248
1377,2	-7,78632	1377,2	-10,1906	1377,2	-9,42773	1377,2	-8,89569	1377,2	-9,56836	1377,2	-12,6289	1377,2	-13,6223	1377,2	-15,3301	1377,2	-16,9543	1377,2	-18,1328	1377,2	-19,7129	1377,2	-19,3438	1377,2	-19,2422
1377,3	-7,7879	1377,3	-10,1961	1377,3	-9,44025	1377,3	-8,89532	1377,3	-9,55859	1377,3	-12,6348	1377,3	-13,616	1377,3	-15,3289	1377,3	-16,9578	1377,3	-18,1375	1377,3	-19,707	1377,3	-19,3387	1377,3	-19,2344
1377,4	-7,7785	1377,4	-10,1867	1377,4	-9,43085	1377,4	-8,89844	1377,4	-9,56836	1377,4	-12,627	1377,4	-13,6152	1377,4	-15,3293	1377,4	-16,9512	1377,4	-18,1281	1377,4	-19,7051	1377,4	-19,343	1377,4	-19,2285
1377,5	-7,78125	1377,5	-10,2059	1377,5	-9,44025	1377,5	-8,88867	1377,5	-9,56525	1377,5	-12,6211	1377,5	-13,6035	1377,5	-15,3231	1377,5	-16,9461	1377,5	-18,1277	1377,5	-19,6942	1377,5	-19,3426	1377,5	-19,2195
1377,6	-7,77539	1377,6	-10,2101	1377,6	-9,42578	1377,6	-8,88086	1377,6	-9,54803	1377,6	-12,5996	1377,6	-13,6074	1377,6	-15,3184	1377,6	-16,9406	1377,6	-18,1074	1377,6	-19,6887	1377,6	-19,3379	1377,6	-19,2082
1377,7	-7,79181	1377,7	-10,2313	1377,7	-9,43555	1377,7	-8,88672	1377,7	-9,55353	1377,7	-12,6102	1377,7	-13,6121	1377,7	-15,3281	1377,7	-16,9442	1377,7	-18,1074	1377,7	-19,6922	1377,7	-19,3465	1377,7	-19,2117
1377,8	-7,80585	1377,8	-10,2277	1377,8	-9,45508	1377,8	-8,90234	1377,8	-9,56366	1377,8	-12,6066	1377,8	-13,6183	1377,8	-15,3477	1377,8	-16,9543	1377,8	-18,1133	1377,8	-19,6926	1377,8	-19,3586	1377,8	-19,2141
1377,9	-7,81915	1377,9	-10,2402	1377,9	-9,46094	1377,9	-8,90234	1377,9	-9,56329	1377,9	-12,616	1377,9	-13,6199	1377,9	-15,3543	1377,9	-16,9422	1377,9	-18,1141	1377,9	-19,6942	1377,9	-19,3582	1377,9	-19,2176
1378	-7,81757	1378	-10,2324	1378	-9,45703	1378	-8,90625	1378	-9,5625	1378	-12,6008	1378	-13,6094	1378	-15,3391	1378	-16,9316	1378	-18,1027	1378	-19,6934	1378	-19,3594	1378	-19,209
1378,1	-7,81525	1378,1	-10,2402	1378,1	-9,45117	1378,1	-8,90704	1378,1	-9,57501	1378,1	-12,5945	1378,1	-13,6074	1378,1	-15,3348	1378,1	-16,9297	1378,1	-18,1024	1378,1	-19,6844	1378,1	-19,3484	1378,1	-19,1981
1378,2	-7,82147	1378,2	-10,2422	1378,2	-9,44336	1378,2	-8,90546	1378,2	-9,5578	1378,2	-12,5859	1378,2	-13,6016	1378,2	-15,3145	1378,2	-16,9102	1378,2	-18,082	1378,2	-19,673	1378,2	-19,3332	1378,2	-19,1965
1378,3	-7,82617	1378,3	-10,2531	1378,3	-9,45117	1378,3	-8,91406	1378,3	-9,58203	1378,3	-12,5949	1378,3	-13,6133	1378,3	-15,3281	1378,3	-16,9141	1378,3	-18,093	1378,3	-19,6875	1378,3	-19,332	1378,3	-19,2012
1378,4	-7,82617	1378,4	-10,2567	1378,4	-9,44922	1378,4	-8,91681	1378,4	-9,57697	1378,4	-12,5848	1378,4	-13,6113	1378,4	-15,332	1378,4	-16,9004	1378,4	-18,077	1378,4	-19,6824	1378,4	-19,3211	1378,4	-19,1883
1378,5	-7,83673	1378,5	-10,2461	1378,5	-9,45001	1378,5	-8,91211	1378,5	-9,58008	1378,5	-12,575	1378,5	-13,6219	1378,5	-15,3426	1378,5	-16,9051	1378,5	-18,0828	1378,5	-19,6973	1378,5	-19,3379	1378,5	-19,1875
1378,6	-7,82538	1378,6	-10,2433	1378,6	-9,4621	1378,6	-8,91211	1378,6	-9,58398	1378,6	-12,5754	1378,6	-13,623	1378,6	-15,332	1378,6	-16,9016	1378,6	-18,0695	1378,6	-19,6992	1378,6	-19,3301	1378,6	-19,1895
1378,7	-7,83594	1378,7	-10,241	1378,7	-9,46954	1378,7	-8,92188	1378,7	-9,59766	1378,7	-12,5906	1378,7	-13,6387	1378,7	-15,3438	1378,7	-16,909	1378,7	-18,077	1378,7	-19,7078	1378,7	-19,3426	1378,7	-19,1883
1378,8	-7,83984	1378,8	-10,2375	1378,8	-9,47968	1378,8	-8,92188	1378,8	-9,58203	1378,8	-12,5859	1378,8	-13,6328	1378,8	-15,3438	1378,8	-16,9199	1378,8	-18,0742	1378,8	-19,6926	1378,8	-19,3379	1378,8	-19,1867
1378,9	-7,85272	1378,9	-10,2422	1378,9	-9,48047	1378,9	-8,93164	1378,9	-9,59375	1378,9	-12,591	1378,9	-13,6289	1378,9	-15,3535	1378,9	-16,9308	1378,9	-18,0793	1378,9	-19,7031	1378,9	-19,3391	1378,9	-19,1914
1379	-7,84064	1379	-10,2305	1379	-9,48517	1379	-8,92773	1379	-9,59454	1379	-12,5848	1379	-13,623	1379	-15,3574	1379	-16,9285	1379	-18,0633	1379	-19,7078	1379	-19,3348	1379	-19,1863
1379,1	-7,841	1379,1	-10,2101	1379,1	-9,47968	1379,1	-8,92188	1379,1	-9,59296	1379,1	-12,5898	1379,1	-13,627	1379,1	-15,3535	1379,1	-16,9434	1379,1	-18,0664	1379,1	-19,7031	1379,1	-19,3379	1379,1	-19,1875
1379,2	-7,85236	1379,2	-10,2313	1379,2	-9,48126	1379,2	-8,91797	1379,2	-9,58868	1379,2	-12,5918	1379,2	-13,6199	1379,2	-15,3504	1379,2	-16,9363	1379,2	-18,0625	1379,2	-19,7031	1379,2	-19,334	1379,2	-19,1895
1379,3	-7,84296	1379,3	-10,2316	1379,3	-9,47656	1379,3	-8,92188	1379,3	-9,58984	1379,3	-12,5859	1379,3	-13,6144	1379,3	-15,3449	1379,3	-16,9308	1379,3	-18,0605	1379,3	-19,6934	1379,3	-19,3242	1379,3	-19,1777
1379,4	-7,8465	1379,4	-10,2352	1379,4	-9,48438	1379,4	-8,92188	1379,4	-9,60352	1379,4	-12,5848	1379,4	-13,6121	1379,4	-15,3426	1379,4	-16,9344	1379,4	-18,043	1379,4	-19,6942	1379,4	-19,3231	1379,4	-19,1824
1379,5	-7,83319	1379,5	-10,2277	1379,5	-9,49219	1379,5	-8,92188	1379,5	-9,59961	1379,5	-12,593	1379,5	-13,5996	1379,5	-15,3418	1379,5	-16,9316	1379,5	-18,0254	1379,5	-19,6906	1379,5	-19,3234	1379,5	-19,1738
1379,6	-7,81836	1379,6	-10,2305	1379,6	-9,49139	1379,6	-8,91992	1379,6	-9,58905	1379,6	-12,582	1379,6	-13,5891	1379,6	-15,3312	1379,6	-16,9211	1379,6	-18,0098	1379,6	-19,6836	1379,6	-19,3105	1379,6	-19,1594
1379,7	-7,82227	1379,7	-10,2363	1379,7	-9,47931	1379,7	-8,90625	1379,7	-9,57892	1379,7	-12,5652	1379,7	-13,5828	1379,7	-15,3094	1379,7	-16,9012	1379,7	-17,9844	1379,7	-19,6785	1379,7	-19,2938	1379,7	-19,1434
1379,8	-7,8078	1379,8	-10,2402	1379,8	-9,4668	1379,8	-8,91211	1379,8	-9,57813	1379,8	-12,5754	1379,8	-13,5801	1379,8	-15,3145	1379,8	-16,8965	1379,8	-17,9727	1379,8	-19,6652	1379,8	-19,2988	1379,8	-19,1445
1379,9	-7,80939	1379,9	-10,2363	1379,9	-9,46484	1379,9	-8,91681	1379,9	-9,57813	1379,9	-12,5594	1379,9	-13,5664	1379,9	-15,3145	1379,9	-16,8945	1379,9	-17,9656	1379,9	-19,6668	1379,9	-19,293	1379,9	-19,1367
1380	-7,8125	1380	-10,2402	1380	-9,46484	1380	-8,91327	1380	-9,58789	1380	-12,5598	1380	-13,5684	1380	-15,3047	1380	-16,8945	1380	-17,9738	1380	-19,6602	1380	-19,293	1380	-19,1328
1380,1	-7,82422	1380,1	-10,2461	1380,1	-9,47656	1380,1	-8,92267	1380,1	-9,6004	1380,1	-12,5711	1380,1	-13,575	1380,1	-15,3211	1380,1	-16,8965	1380,1	-17,9793	1380,1	-19,6641	1380,1	-19,2891	1380,1	-19,1336
1380,2	-7,80389	1380,2	-10,2344	1380,2	-9,46289	1380,2	-8,91327	1380,2	-9,591	1380,2	-12,5625	1380,2	-13,5656	1380,2	-15,3117	1380,2	-16,8828	1380,2	-17,9562	1380,2	-19,6602	1380,2	-19,2676	1380,2	-19,134
1380,3	-7,80078	1380,3	-10,2238	1380,3	-9,46875	1380,3	-8,90625	1380,3	-9,58594	1380,3	-12,5527	1380,3	-13,5625	1380,3	-15,3066	1380,3	-16,8828	1380,3	-17,9453	1380,3	-19,6504	1380,3	-19,2617	1380,3	-19,1309
1380,4	-7,80273	1380,4	-10,2371	1380,4	-9,48047	1380,4	-8,9129	1380,4	-9,58868	1380,4	-12,5508	1380,4	-13,5586	1380,4	-15,3105	1380,4	-16,8809	1380,4	-17,9383	1380,4	-19,6543	1380,4	-19,2598	1380,4	-19,1395
1380,5	-7,79688	1380,5	-10,2402	1380,5	-9,47656	1380,5	-8,90155	1380,5	-9,57928	1380,5	-12,5449	1380,5	-13,5508	1380,5	-15,2988	1380,5	-16,8691	1380,5	-17,9328	1380,5	-19,6484	1380,5	-19,252	1380,5	-19,123
1380,6	-7,79688	1380,6	-10,2422	1380,6	-9,48047	1380,6	-8,91681	1380,6	-9,58282	1380,6	-12,5652	1380,6	-13,5535	1380,6	-15,3035	1380,6	-16,8758	1380,6	-17,9324	1380,6	-19,6473	1380,6	-19,2527	1380,6	-19,127
1380,7	-7,79803	1380,7	-10,2473	1380,7	-9,4668	1380,7	-8,92188	1380,7	-9,59375	1380,7	-12,5558	1380,7	-13,5547	1380,7	-15,3039	1380,7	-16,8664	1380,7	-17,9238	1380,7	-19,6535	1380,7	-19,2551	1380,7	-19,1328
1380,8	-7,78204	1380,8	-10,2352	1380,8	-9,45703	1380,8	-8,91797	1380,8	-9,59375	1380,8	-12,5496	1380,8	-13,5527	1380,8	-15,2996	1380,8	-16,8602	1380,8	-17,9219	1380,8	-19,6414	1380,8	-19,2391	1380,8	-19,1219
1380,9	-7,79608	1380,9	-10,2375	1380,9	-9,46484	1380,9	-8,91602	1380,9	-9,60352	1380,9	-12,5605	1380,9	-13,5586	1380,9	-15,2949	1380,9	-16,8652	1380,9	-17,918	1380,9	-19,6582	1380,9	-19,2441	1380,9	-19,1223
1381	-7,80664	1381	-10,2422	1381	-9,46991	1381	-8,91913	1381	-9,60352	1381	-12,5519	1381	-13,548	1381	-15,2941	1381	-16,8605	1381	-17,9141	1381	-19,6602	1381	-19,2297	1381	-19,123
1381,1	-7,81836	1381,1	-10,2617	1381,1	-9,48126	1381,1	-8,92072	1381,1	-9,62305	1381,1	-12,5594	1381,1	-13,5535	1381,1	-15,3035	1381,1	-16,866	1381,1	-17,9277	1381,1	-19,6543	1381,1	-19,2332	1381,1	-19,1277
1381,2	-7,80664	1381,2	-10,2512	1381,2	-9,48047	1381,2	-8,93555	1381,2	-9,62305	1381,2	-12,5645	1381,2	-13,5527	1381,2	-15,3047	1381,2	-16,8555	1381,2	-17,9219	1381,2	-19,6523	1381,2	-19,2227	1381,2	-19,123
1381,3	-7,80859	1381,3	-10,2371	1381,3	-9,46484	1381,3	-8,92188	1381,3	-9,61407	1381,3	-12,5547	1381,3	-13,5391	1381,3	-15,291	1381,3	-16,8457	1381,3	-17,9129	1381,3	-19,6395	1381,3	-19,2148	1381,3	-19,1133
1381,4	-7,81445	1381,4	-10,2336	1381,4	-9,44843	1381,4	-8,91992	1381,4	-9,61639	1381,4	-12,5527	1381,4	-13,543	1381,4	-15,2813	1381,4	-16,8516	1381,4	-17,9102	1381,4	-19,632	1381,4	-19,2207	1381,4	-19,1094
1381,5	-7,81055	1381,5	-10,2352	1381,5	-9,43439	1381,5	-8,92072	1381,5	-9,60236	1381,5	-12,5496	1381,5	-13,5438	1381,5	-15,2695	1381,5	-16,8445	1381,5	-17,9023	1381,5	-19,6141	1381,5	-19,2039	1381,5	-19,0965
1381,6	-7,80859	1381,6	-10,2473	1381,6	-9,42694	1381,6	-8,92889	1381,6	-9,60547	1381,6	-12,5558	1381,6	-13,5488	1381,6	-15,2578	1381,6	-16,8371	1381,6	-17,9082	1381,6	-19,6094	1381,6	-19,2043	1381,6	-19,0949
1381,7	-7,81952	1381,7	-10,2383	1381,7	-9,41211	1381,7	-8,90625	1381,7	-9,60663	1381,7	-12,5566	1381,7	-13,5422	1381,7	-15,2617	1381,7	-16,834	1381,7	-17,9023	1381,7	-19,6125	1381,7	-19,1914	1381,7	-19,0918
1381,8	-7,8172	1381,8	-10,2461	1381,8	-9,42072	1381,8	-8,92188	1381,8	-9,60822	1381,8	-12,5613	1381,8	-13,5477	1381,8	-15,2606	1381,8	-16,8309	1381,8	-17,8984	1381,8	-19,5984	1381,8	-19,1785	1381,8	-19,0789
1381,9	-7,82147	1381,9	-10,2363	1381,9	-9,42108	1381,9	-8,92578	1381,9	-9,60352	1381,9	-12,5656	1381,9	-13,5344	1381,9	-15,259	1381,9	-16,8293	1381,9	-17,8828	1381,9	-19,5938	1381,9	-19,1691	1381,9	-19,0637
1382	-7,8172	1382	-10,2363	1382	-9,42072	1382	-8,91406	1382	-9,59961	1382	-12,5496	1382	-13,5281	1382	-15,2488	1382	-16,8348	1382	-17,8817	1382	-19,582	1382	-19,1688	1382	-19,0613
1382,1	-7,81757	1382,1	-10,2363	1382,1	-9,42578	1382,1	-8,89648	1382,1	-9,60352	1382,1	-12,5488	1382,1	-13,5273	1382,1	-15,2441	1382,1	-16,8359	1382,1	-17,8879	1382,1	-19,5781	1382,1	-19,1543	1382,1	-19,0566
1382,2	-7,81525	1382,2	-10,2285	1382,2	-9,43164	1382,2	-8,89337	1382,2	-9,6004	1382,2	-12,5535	1382,2	-13,5195	1382,2	-15,2422	1382,2	-16,832	1382,2	-17,8836	1382,2	-19,5809	1382,2	-19,1543	1382,2	-19,0508
